Year,System Code,System,School Code,School,Grade,Gender,Ethnicity,Sub Population,Total Student Count,Asian,Asian %,Black or African American,Black or African American %,American Indian / Alaska Native, American Indian / Alaska Native %,Native Hawaiian / Pacific Islander,Native Hawaiian / Pacific Islander %,White,White %,Two or more races,Two or more races %
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,Male,Other Ethnicity,Military Family,575,*,*,177,30.78,*,*,*,*,350,60.87,31,5.39
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,Male,Other Ethnicity,Non-Economically Disadvantaged,10416,262,~,1603,15.39,121,~,12,~,8113,77.89,305,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,All Gender,All Ethnicity,All SubPopulation,52339,901,~,16562,31.64,1961,~,123,~,30609,58.48,2183,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,All Gender,All Ethnicity,Students with Limited English Proficiency,2163,128,5.92,72,~,572,26.44,40,~,1079,49.88,272,12.58
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,All Gender,All Ethnicity,Homeless,602,*,*,298,49.50,31,5.15,*,*,232,38.54,35,5.81
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,All Gender,All Ethnicity,Migrant,48,*,*,*,*,18,37.50,*,*,21,43.75,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,All Gender,All Ethnicity,Students with Disabilities,8619,65,~,3146,36.50,218,~,24,~,4892,56.76,274,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,All Gender,All Ethnicity,General Education Students,43720,836,~,13416,30.69,1743,~,99,~,25717,58.82,1909,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,All Gender,All Ethnicity,Economically Disadvantaged,30441,372,~,13180,43.30,1565,5.14,84,~,13781,45.27,1459,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,All Gender,All Ethnicity,Foster,173,*,*,64,36.99,*,*,*,*,97,56.07,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,All Gender,All Ethnicity,Military Family,1188,15,~,351,29.55,25,~,*,*,714,60.10,79,6.65
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,All Gender,All Ethnicity,Non-Economically Disadvantaged,21898,529,~,3382,15.44,396,~,39,~,16828,76.85,724,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,All Gender,Hispanic/Latino,All SubPopulation,5802,25,~,202,~,1494,25.75,68,~,3280,56.53,733,12.63
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,All Gender,Hispanic/Latino,Students with Limited English Proficiency,1878,*,*,23,~,563,29.98,29,~,1002,53.35,256,13.63
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,All Gender,Hispanic/Latino,Homeless,76,*,*,*,*,25,32.89,*,*,36,47.37,13,17.11
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,All Gender,Hispanic/Latino,Migrant,40,*,*,*,*,12,30.00,*,*,19,47.50,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,All Gender,Hispanic/Latino,Students with Disabilities,670,*,*,26,~,160,23.88,14,~,382,57.01,85,12.69
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,All Gender,Hispanic/Latino,General Education Students,5132,22,~,176,~,1334,25.99,54,~,2898,56.47,648,12.63
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,All Gender,Hispanic/Latino,Economically Disadvantaged,4726,18,~,143,~,1320,27.93,54,~,2602,55.06,589,12.46
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,All Gender,Hispanic/Latino,Foster,12,*,*,*,*,*,*,*,*,*,*,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,All Gender,Hispanic/Latino,Military Family,115,*,*,*,*,19,16.52,*,*,70,60.87,16,13.91
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,All Gender,Hispanic/Latino,Non-Economically Disadvantaged,1076,*,*,59,5.48,174,16.17,14,~,678,63.01,144,13.38
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,All Gender,Other Ethnicity,All SubPopulation,46537,876,~,16360,35.15,467,~,55,~,27329,58.73,1450,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,All Gender,Other Ethnicity,Students with Limited English Proficiency,285,123,43.16,49,17.19,*,*,11,~,77,27.02,16,5.61
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,All Gender,Other Ethnicity,Homeless,526,*,*,297,56.46,*,*,*,*,196,37.26,22,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,All Gender,Other Ethnicity,Migrant,*,*,*,*,*,*,*,*,*,*,*,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,All Gender,Other Ethnicity,Students with Disabilities,7949,62,~,3120,39.25,58,~,*,*,4510,56.74,189,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,All Gender,Other Ethnicity,General Education Students,38588,814,~,13240,34.31,409,~,45,~,22819,59.13,1261,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,All Gender,Other Ethnicity,Economically Disadvantaged,25715,354,~,13037,50.70,245,~,30,~,11179,43.47,870,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,All Gender,Other Ethnicity,Foster,161,*,*,62,38.51,*,*,*,*,90,55.90,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,All Gender,Other Ethnicity,Military Family,1073,15,~,342,31.87,*,*,*,*,644,60.02,63,5.87
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,All Gender,Other Ethnicity,Non-Economically Disadvantaged,20822,522,~,3323,15.96,222,~,25,~,16150,77.56,580,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,Female,All Ethnicity,All SubPopulation,25884,451,~,8190,31.64,955,~,49,~,15114,58.39,1125,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,Female,All Ethnicity,Students with Limited English Proficiency,973,49,5.04,36,~,255,26.21,18,~,494,50.77,121,12.44
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,Female,All Ethnicity,Homeless,287,*,*,143,49.83,14,~,*,*,111,38.68,15,5.23
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,Female,All Ethnicity,Migrant,26,*,*,*,*,12,46.15,*,*,*,*,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,Female,All Ethnicity,Students with Disabilities,3072,30,~,1095,35.64,86,~,*,*,1752,57.03,102,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,Female,All Ethnicity,General Education Students,22812,421,~,7095,31.10,869,~,42,~,13362,58.57,1023,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,Female,All Ethnicity,Economically Disadvantaged,15091,174,~,6531,43.28,754,~,32,~,6855,45.42,745,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,Female,All Ethnicity,Foster,82,*,*,33,40.24,*,*,*,*,43,52.44,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,Female,All Ethnicity,Military Family,595,*,*,178,29.92,15,~,*,*,354,59.50,39,6.55
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,Female,All Ethnicity,Non-Economically Disadvantaged,10793,277,~,1659,15.37,201,~,17,~,8259,76.52,380,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,Female,Hispanic/Latino,All SubPopulation,2916,15,~,107,~,719,24.66,30,~,1679,57.58,366,12.55
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,Female,Hispanic/Latino,Students with Limited English Proficiency,859,*,*,17,~,252,29.34,14,~,457,53.20,115,13.39
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,Female,Hispanic/Latino,Homeless,30,*,*,*,*,*,*,*,*,13,43.33,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,Female,Hispanic/Latino,Migrant,22,*,*,*,*,*,*,*,*,*,*,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,Female,Hispanic/Latino,Students with Disabilities,249,*,*,*,*,62,24.90,*,*,140,56.22,32,12.85
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,Female,Hispanic/Latino,General Education Students,2667,13,~,98,~,657,24.63,26,~,1539,57.71,334,12.52
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,Female,Hispanic/Latino,Economically Disadvantaged,2363,12,~,77,~,631,26.70,23,~,1329,56.24,291,12.31
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,Female,Hispanic/Latino,Foster,*,*,*,*,*,*,*,*,*,*,*,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,Female,Hispanic/Latino,Military Family,64,*,*,*,*,11,17.19,*,*,40,62.50,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,Female,Hispanic/Latino,Non-Economically Disadvantaged,553,*,*,30,5.42,88,15.91,*,*,350,63.29,75,13.56
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,Female,Other Ethnicity,All SubPopulation,22968,436,~,8083,35.19,236,~,19,~,13435,58.49,759,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,Female,Other Ethnicity,Students with Limited English Proficiency,114,45,39.47,19,16.67,*,*,*,*,37,32.46,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,Female,Other Ethnicity,Homeless,257,*,*,142,55.25,*,*,*,*,98,38.13,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,Female,Other Ethnicity,Migrant,*,*,*,*,*,*,*,*,*,*,*,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,Female,Other Ethnicity,Students with Disabilities,2823,28,~,1086,38.47,24,~,*,*,1612,57.10,70,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,Female,Other Ethnicity,General Education Students,20145,408,~,6997,34.73,212,~,16,~,11823,58.69,689,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,Female,Other Ethnicity,Economically Disadvantaged,12728,162,~,6454,50.71,123,~,*,*,5526,43.42,454,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,Female,Other Ethnicity,Foster,77,*,*,32,41.56,*,*,*,*,40,51.95,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,Female,Other Ethnicity,Military Family,531,*,*,173,32.58,*,*,*,*,314,59.13,32,6.03
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,Female,Other Ethnicity,Non-Economically Disadvantaged,10240,274,~,1629,15.91,113,~,*,*,7909,77.24,305,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,Male,All Ethnicity,All SubPopulation,26455,450,~,8372,31.65,1006,~,74,~,15495,58.57,1058,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,Male,All Ethnicity,Students with Limited English Proficiency,1190,79,6.64,36,~,317,26.64,22,~,585,49.16,151,12.69
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,Male,All Ethnicity,Homeless,315,*,*,155,49.21,17,5.40,*,*,121,38.41,20,6.35
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,Male,All Ethnicity,Migrant,22,*,*,*,*,*,*,*,*,11,50.00,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,Male,All Ethnicity,Students with Disabilities,5547,35,~,2051,36.97,132,~,17,~,3140,56.61,172,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,Male,All Ethnicity,General Education Students,20908,415,~,6321,30.23,874,~,57,~,12355,59.09,886,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,Male,All Ethnicity,Economically Disadvantaged,15350,198,~,6649,43.32,811,5.28,52,~,6926,45.12,714,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,Male,All Ethnicity,Foster,91,*,*,31,34.07,*,*,*,*,54,59.34,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,Male,All Ethnicity,Military Family,593,*,*,173,29.17,*,*,*,*,360,60.71,40,6.75
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,Male,All Ethnicity,Non-Economically Disadvantaged,11105,252,~,1723,15.52,195,~,22,~,8569,77.16,344,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,Male,Hispanic/Latino,All SubPopulation,2886,*,*,95,~,775,26.85,38,~,1601,55.47,367,12.72
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,Male,Hispanic/Latino,Students with Limited English Proficiency,1019,*,*,*,*,311,30.52,15,~,545,53.48,141,13.84
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,Male,Hispanic/Latino,Homeless,46,*,*,*,*,17,36.96,*,*,23,50.00,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,Male,Hispanic/Latino,Migrant,18,*,*,*,*,*,*,*,*,*,*,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,Male,Hispanic/Latino,Students with Disabilities,421,*,*,17,~,98,23.28,*,*,242,57.48,53,12.59
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,Male,Hispanic/Latino,General Education Students,2465,*,*,78,~,677,27.46,28,~,1359,55.13,314,12.74
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,Male,Hispanic/Latino,Economically Disadvantaged,2363,*,*,66,~,689,29.16,31,~,1273,53.87,298,12.61
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,Male,Hispanic/Latino,Foster,*,*,*,*,*,*,*,*,*,*,*,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,Male,Hispanic/Latino,Military Family,51,*,*,*,*,*,*,*,*,30,58.82,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,Male,Hispanic/Latino,Non-Economically Disadvantaged,523,*,*,29,5.54,86,16.44,*,*,328,62.72,69,13.19
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,Male,Other Ethnicity,All SubPopulation,23569,440,~,8277,35.12,231,~,36,~,13894,58.95,691,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 11,Male,Other Ethnicity,Students with Limited English Proficiency,171,78,45.61,30,17.54,*,*,*,*,40,23.39,*,*
